Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
c8g.2xlarge,c8g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.31904 USD per Hour,0.44404 USD per Hour,0.43424 USD per Hour,0.33304 USD per Hour,false,false
r8a.xlarge,r8a,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,4,"1,2,3,4",1,1,4.5,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,20,20,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.50352 USD per Hour,0.31952 USD per Hour,0.37582 USD per Hour,0.37712 USD per Hour,0.32652 USD per Hour,false,true
m7g.2xlarge,m7g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.3264 USD per Hour,0.4514 USD per Hour,0.4416 USD per Hour,0.3404 USD per Hour,false,false
m5zn.xlarge,m5zn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",4.5,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,1564,6667,195.5,3170,13333,396.25,0.5143 USD per Hour,0.3303 USD per Hour,0.3866 USD per Hour,0.3879 USD per Hour,0.3373 USD per Hour,false,false
t3.2xlarge,t3,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,true,true,true,true,695,4000,86.875,2780,15700,347.5,0.48 USD per Hour,0.3328 USD per Hour,0.4578 USD per Hour,0.448 USD per Hour,0.3468 USD per Hour,false,false
r3.xlarge,r3,xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.5,30.5,80,true,ssd,1,supported,supported,Moderate,unsupported,4,15,15,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,500,4000,62.5,500,4000,62.5,0.583 USD per Hour,0.333 USD per Hour,0.433 USD per Hour,0.39 USD per Hour,-,false,false
r5dn.xlarge,r5dn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,150,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1150,6000,143.75,4750,18750,593.75,0.518 USD per Hour,0.334 USD per Hour,-,0.3916 USD per Hour,0.341 USD per Hour,false,false
x2gd.xlarge,x2gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,64,237,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1188,6000,148.5,4750,20000,593.75,-,0.334 USD per Hour,0.3903 USD per Hour,0.3916 USD per Hour,0.341 USD per Hour,false,false
c7i-flex.2xlarge,c7i-flex,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,1250,6000,156.25,10000,40000,1250,0.68875 USD per Hour,0.33915 USD per Hour,0.46415 USD per Hour,0.45435 USD per Hour,0.35315 USD per Hour,false,false
c6i.2xlarge,c6i,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.708 USD per Hour,0.34 USD per Hour,0.465 USD per Hour,0.4552 USD per Hour,0.354 USD per Hour,false,true
c5.2xlarge,c5,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.4,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2300,10000,287.5,4750,20000,593.75,0.708 USD per Hour,0.34 USD per Hour,0.44 USD per Hour,0.455 USD per Hour,0.354 USD per Hour,false,false
i4i.xlarge,i4i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,937,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1250,5000,156.25,10000,40000,1250,0.527 USD per Hour,0.343 USD per Hour,0.4 USD per Hour,0.401 USD per Hour,0.35 USD per Hour,false,false
i8g.xlarge,i8g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,32,937,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,5000,156.25,10000,40000,1250,-,0.3432 USD per Hour,0.3995 USD per Hour,0.4008 USD per Hour,0.3502 USD per Hour,false,false
m5a.2xlarge,m5a,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,0.712 USD per Hour,0.344 USD per Hour,0.469 USD per Hour,0.459 USD per Hour,0.358 USD per Hour,false,false
c5ad.2xlarge,c5ad,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.3,16,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,800,3200,100,3170,13300,396.25,0.712 USD per Hour,0.344 USD per Hour,0.469 USD per Hour,0.459 USD per Hour,0.358 USD per Hour,false,false
m6a.2xlarge,m6a,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.6,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.7136 USD per Hour,0.3456 USD per Hour,0.4706 USD per Hour,0.4608 USD per Hour,0.3596 USD per Hour,false,false
c6gn.2xlarge,c6gn,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,4750,20000,593.75,9500,40000,1187.5,-,0.3456 USD per Hour,0.4706 USD per Hour,0.4608 USD per Hour,0.3596 USD per Hour,false,false
r6in.xlarge,r6in,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,3125,12500,390.625,25000,100000,3125,0.53266 USD per Hour,0.34866 USD per Hour,0.40496 USD per Hour,0.40626 USD per Hour,0.35566 USD per Hour,false,true
m1.xlarge,m1,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,xen,4,x86_64,4,-,1,-,,15,1680,true,hdd,4,supported,supported,High,unsupported,4,15,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,1000,8000,125,1000,8000,125,0.598 USD per Hour,0.35 USD per Hour,0.45 USD per Hour,0.41 USD per Hour,-,false,false
c8i-flex.2xlarge,c8i-flex,2xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.9,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,1250,6000,156.25,10000,40000,1250,0.70568 USD per Hour,0.35608 USD per Hour,0.48108 USD per Hour,0.47128 USD per Hour,0.37008 USD per Hour,false,true
c7i.2xlarge,c7i,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.725 USD per Hour,0.357 USD per Hour,0.482 USD per Hour,0.4722 USD per Hour,0.371 USD per Hour,false,false
m8g.2xlarge,m8g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.8,32,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.35904 USD per Hour,0.48404 USD per Hour,0.47424 USD per Hour,0.37304 USD per Hour,false,false
m6gd.2xlarge,m6gd,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,474,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,-,0.3616 USD per Hour,0.4866 USD per Hour,0.4768 USD per Hour,0.3756 USD per Hour,false,false
inf1.2xlarge,inf1,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,1190,6000,148.75,4750,20000,593.75,-,0.362 USD per Hour,0.487 USD per Hour,0.477 USD per Hour,0.376 USD per Hour,false,false
c7gd.2xlarge,c7gd,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,16,474,true,ssd,1,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.3629 USD per Hour,0.4879 USD per Hour,0.4781 USD per Hour,0.3769 USD per Hour,false,false
im4gn.xlarge,im4gn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,10000,312.5,10000,40000,1250,-,0.36379 USD per Hour,0.42009 USD per Hour,0.42139 USD per Hour,0.37079 USD per Hour,false,false
r8gb.xlarge,r8gb,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,32,0,-,-,0,supported,default,Up to 26.66 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6250,30000,781.25,25000,120000,3125,-,0.36436 USD per Hour,0.42066 USD per Hour,0.42196 USD per Hour,0.37136 USD per Hour,false,true
r8gn.xlarge,r8gn,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,32,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,10000,312.5,10000,40000,1250,-,0.3644 USD per Hour,0.4207 USD per Hour,0.422 USD per Hour,0.3714 USD per Hour,false,true
t2.2xlarge,t2,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,8,x86_64,8,-,1,-,2.3,32,0,-,-,0,supported,unsupported,Moderate,unsupported,3,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,0,0,0,0,0,0,0.4332 USD per Hour,0.3712 USD per Hour,0.4712 USD per Hour,0.4864 USD per Hour,0.3852 USD per Hour,false,false
r7iz.xlarge,r7iz,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1584,6667,198,10000,40000,1250,0.556 USD per Hour,0.372 USD per Hour,0.4283 USD per Hour,0.4296 USD per Hour,0.379 USD per Hour,false,false
z1d.xlarge,z1d,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",4,32,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1580,6667,197.5,3170,13333,396.25,0.556 USD per Hour,0.372 USD per Hour,0.428 USD per Hour,0.43 USD per Hour,0.379 USD per Hour,false,false
c8i.2xlarge,c8i,2xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.9,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,0.74284 USD per Hour,0.37484 USD per Hour,0.49984 USD per Hour,0.49004 USD per Hour,0.38884 USD per Hour,false,true
i7i.xlarge,i7i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",2.4,32,937,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,5000,156.25,10000,40000,1250,0.5615 USD per Hour,0.3775 USD per Hour,0.4338 USD per Hour,0.4351 USD per Hour,0.3845 USD per Hour,false,false
g4ad.xlarge,g4ad,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3,16,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,4,4,true,"cluster, partition, spread",1,0,-,unsupported,ebs,true,-,-,true,400,1700,50,3170,13333,396.25,0.56253 USD per Hour,0.37853 USD per Hour,0.43483 USD per Hour,0.43613 USD per Hour,0.38553 USD per Hour,false,false
m7i-flex.2xlarge,m7i-flex,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,1250,6000,156.25,10000,40000,1250,0.73264 USD per Hour,0.38304 USD per Hour,0.50804 USD per Hour,0.49824 USD per Hour,0.39704 USD per Hour,false,false
c5d.2xlarge,c5d,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.4,16,200,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2300,10000,287.5,4750,20000,593.75,0.752 USD per Hour,0.384 USD per Hour,0.484 USD per Hour,0.499 USD per Hour,0.398 USD per Hour,false,false
m5.2xlarge,m5,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2300,12000,287.5,4750,18750,593.75,0.752 USD per Hour,0.384 USD per Hour,0.484 USD per Hour,0.499 USD per Hour,0.398 USD per Hour,false,false
m6i.2xlarge,m6i,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,2500,12000,312.5,10000,40000,1250,0.752 USD per Hour,0.384 USD per Hour,0.509 USD per Hour,0.4992 USD per Hour,0.398 USD per Hour,false,true
r6idn.xlarge,r6idn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,237,true,ssd,1,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,3125,12500,390.625,25000,100000,3125,0.57478 USD per Hour,0.39078 USD per Hour,0.44708 USD per Hour,0.44838 USD per Hour,0.39778 USD per Hour,false,true
x8g.xlarge,x8g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,64,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,1250,6000,156.25,10000,40000,1250,-,0.3908 USD per Hour,0.4471 USD per Hour,0.4484 USD per Hour,0.3978 USD per Hour,false,false
