Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
r5dn.large,r5dn,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,75,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,650,3600,81.25,4750,18750,593.75,0.259 USD per Hour,0.167 USD per Hour,-,0.1958 USD per Hour,0.1705 USD per Hour,false,false
x2gd.large,x2gd,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,32,118,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,-,0.167 USD per Hour,0.2233 USD per Hour,0.1958 USD per Hour,0.1705 USD per Hour,false,false
c7i-flex.xlarge,c7i-flex,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,625,3600,78.125,10000,40000,1250,0.34438 USD per Hour,0.16958 USD per Hour,0.22588 USD per Hour,0.22718 USD per Hour,0.17658 USD per Hour,false,false
c5.xlarge,c5,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.4,8,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1150,6000,143.75,4750,20000,593.75,0.354 USD per Hour,0.17 USD per Hour,0.226 USD per Hour,0.228 USD per Hour,0.177 USD per Hour,false,false
c6i.xlarge,c6i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.354 USD per Hour,0.17 USD per Hour,0.2263 USD per Hour,0.2276 USD per Hour,0.177 USD per Hour,false,true
i8g.large,i8g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,-,0.1716 USD per Hour,0.2279 USD per Hour,0.2004 USD per Hour,0.1751 USD per Hour,false,false
c5ad.xlarge,c5ad,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.3,8,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,400,1600,50,3170,13300,396.25,0.356 USD per Hour,0.172 USD per Hour,0.228 USD per Hour,0.23 USD per Hour,0.179 USD per Hour,false,false
i4i.large,i4i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,625,2500,78.125,10000,40000,1250,0.264 USD per Hour,0.172 USD per Hour,0.228 USD per Hour,0.2 USD per Hour,0.175 USD per Hour,false,false
m5a.xlarge,m5a,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,-,true,-,true,1085,6000,135.625,2880,16000,360,0.356 USD per Hour,0.172 USD per Hour,0.228 USD per Hour,0.23 USD per Hour,0.179 USD per Hour,false,false
c6gn.xlarge,c6gn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,8,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,2375,10000,296.88,9500,40000,1187.5,-,0.1728 USD per Hour,0.2291 USD per Hour,0.2304 USD per Hour,0.1798 USD per Hour,false,false
m6a.xlarge,m6a,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.6,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.3568 USD per Hour,0.1728 USD per Hour,0.2291 USD per Hour,0.2304 USD per Hour,0.1798 USD per Hour,false,false
r6in.large,r6in,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1562,6250,195.3125,25000,100000,3125,0.26633 USD per Hour,0.17433 USD per Hour,0.23063 USD per Hour,0.20313 USD per Hour,0.17783 USD per Hour,false,true
m1.large,m1,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,xen,2,x86_64,2,-,1,-,,7.5,840,true,hdd,2,supported,supported,Moderate,unsupported,3,10,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,500,4000,62.5,500,4000,62.5,0.299 USD per Hour,0.175 USD per Hour,0.275 USD per Hour,0.204 USD per Hour,-,false,false
c8i-flex.xlarge,c8i-flex,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,630,3600,78.75,10000,40000,1250,0.35284 USD per Hour,0.17804 USD per Hour,0.23434 USD per Hour,0.23564 USD per Hour,0.18504 USD per Hour,false,true
c7i.xlarge,c7i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.3625 USD per Hour,0.1785 USD per Hour,0.2348 USD per Hour,0.2361 USD per Hour,0.1855 USD per Hour,false,false
m8g.xlarge,m8g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,-,0.17952 USD per Hour,0.23582 USD per Hour,0.23712 USD per Hour,0.18652 USD per Hour,false,false
m6gd.xlarge,m6gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,237,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1188,6000,148.5,4750,20000,593.75,-,0.1808 USD per Hour,0.2371 USD per Hour,0.2384 USD per Hour,0.1878 USD per Hour,false,false
c7gd.xlarge,c7gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,8,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,-,0.1814 USD per Hour,0.2377 USD per Hour,0.239 USD per Hour,0.1884 USD per Hour,false,false
im4gn.large,im4gn,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,937,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,5000,156.25,10000,40000,1250,-,0.1819 USD per Hour,0.2382 USD per Hour,0.2107 USD per Hour,0.1854 USD per Hour,false,false
r8gb.large,r8gb,large,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,16,0,-,-,0,supported,default,Up to 20 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,3125,15000,390.625,25000,120000,3125,-,0.18218 USD per Hour,0.23848 USD per Hour,0.21098 USD per Hour,0.18568 USD per Hour,false,true
r8gn.large,r8gn,large,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,16,0,-,-,0,supported,default,Up to 30 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,5000,156.25,10000,40000,1250,-,0.1822 USD per Hour,0.2385 USD per Hour,0.211 USD per Hour,0.1857 USD per Hour,false,true
t2.xlarge,t2,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,4,x86_64,4,-,1,-,2.3,16,0,-,-,0,supported,unsupported,Moderate,unsupported,3,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,0,0,0,0,0,0,0.2266 USD per Hour,0.1856 USD per Hour,0.2856 USD per Hour,0.2432 USD per Hour,0.1926 USD per Hour,false,false
z1d.large,z1d,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",4,16,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,800,3333,100,3170,13333,396.25,0.278 USD per Hour,0.186 USD per Hour,0.242 USD per Hour,0.215 USD per Hour,0.19 USD per Hour,false,false
r7iz.large,r7iz,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.9,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,792,3600,99,10000,40000,1250,0.278 USD per Hour,0.186 USD per Hour,0.2423 USD per Hour,0.2148 USD per Hour,0.1895 USD per Hour,false,false
c8i.xlarge,c8i,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.37142 USD per Hour,0.18742 USD per Hour,0.24372 USD per Hour,0.24502 USD per Hour,0.19442 USD per Hour,false,true
i7i.large,i7i,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.4,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,0.2808 USD per Hour,0.1888 USD per Hour,0.2451 USD per Hour,0.2176 USD per Hour,0.1923 USD per Hour,false,false
m7i-flex.xlarge,m7i-flex,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,625,3600,78.125,10000,40000,1250,0.36632 USD per Hour,0.19152 USD per Hour,0.24782 USD per Hour,0.24912 USD per Hour,0.19852 USD per Hour,false,false
m5.xlarge,m5,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1150,6000,143.75,4750,18750,593.75,0.376 USD per Hour,0.192 USD per Hour,0.248 USD per Hour,0.25 USD per Hour,0.199 USD per Hour,false,false
c5d.xlarge,c5d,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.4,8,100,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1150,6000,143.75,4750,20000,593.75,0.376 USD per Hour,0.192 USD per Hour,0.248 USD per Hour,0.25 USD per Hour,0.199 USD per Hour,false,false
m6i.xlarge,m6i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,1250,6000,156.25,10000,40000,1250,0.376 USD per Hour,0.192 USD per Hour,0.2483 USD per Hour,0.2496 USD per Hour,0.199 USD per Hour,false,true
r6idn.large,r6idn,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,118,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1562,6250,195.3125,25000,100000,3125,0.28739 USD per Hour,0.19539 USD per Hour,0.25169 USD per Hour,0.22419 USD per Hour,0.19889 USD per Hour,false,true
x8g.large,x8g,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,630,3600,78.75,10000,40000,1250,-,0.1954 USD per Hour,0.2517 USD per Hour,0.2242 USD per Hour,0.1989 USD per Hour,false,false
c8gd.xlarge,c8gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,8,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,-,0.19596 USD per Hour,0.25226 USD per Hour,0.25356 USD per Hour,0.20296 USD per Hour,false,false
c4.xlarge,c4,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.9,7.5,0,-,-,0,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,750,6000,93.75,750,6000,93.75,0.383 USD per Hour,0.199 USD per Hour,0.299 USD per Hour,0.258 USD per Hour,0.207 USD per Hour,false,false
m4.xlarge,m4,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.4,16,0,-,-,0,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,750,6000,93.75,750,6000,93.75,0.384 USD per Hour,0.2 USD per Hour,0.3 USD per Hour,0.2576 USD per Hour,0.207 USD per Hour,false,false
m8i-flex.xlarge,m8i-flex,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,630,3600,78.75,10000,40000,1250,0.3759 USD per Hour,0.2011 USD per Hour,0.2574 USD per Hour,0.2587 USD per Hour,0.2081 USD per Hour,false,true
m7i.xlarge,m7i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.3856 USD per Hour,0.2016 USD per Hour,0.2579 USD per Hour,0.2592 USD per Hour,0.2086 USD per Hour,false,false
r6g.xlarge,r6g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1188,6000,148.5,4750,20000,593.75,-,0.2016 USD per Hour,0.2579 USD per Hour,0.2592 USD per Hour,0.2086 USD per Hour,false,false
c6id.xlarge,c6id,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,8,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.3856 USD per Hour,0.2016 USD per Hour,0.2579 USD per Hour,0.2592 USD per Hour,0.2086 USD per Hour,false,true
g6f.large,g6f,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.4,8,100,true,ssd,1,supported,default,Up to 10 Gigabit,required,2,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,936,3750,117,5000,20000,625,0.294 USD per Hour,0.202 USD per Hour,0.2583 USD per Hour,0.2308 USD per Hour,0.2055 USD per Hour,false,false
