Instance type,Instance family,Instance size,Availability zones,Free tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand Ubuntu Pro pricing,ENA Express support,ENA queues support
m8gd.xlarge,m8gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,16,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,-,0.23064 USD per Hour,0.28694 USD per Hour,0.28824 USD per Hour,0.23764 USD per Hour,false,false
m7a.xlarge,m7a,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,4,"1,2,3,4",1,1,3.7,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.41584 USD per Hour,0.23184 USD per Hour,0.28814 USD per Hour,0.28944 USD per Hour,0.23884 USD per Hour,false,false
r8g.xlarge,r8g,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,-,0.23564 USD per Hour,0.29194 USD per Hour,0.29324 USD per Hour,0.24264 USD per Hour,false,false
c8gn.xlarge,c8gn,xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,8,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,10000,312.5,10000,40000,1250,-,0.237 USD per Hour,0.2933 USD per Hour,0.2946 USD per Hour,0.244 USD per Hour,false,true
c8gb.xlarge,c8gb,xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,8,0,-,-,0,supported,default,Up to 26.66 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6250,30000,781.25,25000,120000,3125,-,0.237 USD per Hour,0.2933 USD per Hour,0.2946 USD per Hour,0.244 USD per Hour,false,true
m6id.xlarge,m6id,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.4213 USD per Hour,0.2373 USD per Hour,0.2936 USD per Hour,0.2949 USD per Hour,0.2443 USD per Hour,false,true
i8ge.large,i8ge,large,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.8,16,1250,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,-,0.2373 USD per Hour,0.2936 USD per Hour,0.2661 USD per Hour,0.2408 USD per Hour,false,true
g6f.xlarge,g6f,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.4,16,100,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,1000,4000,125,5000,20000,625,0.4215 USD per Hour,0.2375 USD per Hour,0.2938 USD per Hour,0.2951 USD per Hour,0.2445 USD per Hour,false,false
m5n.xlarge,m5n,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,1150,6000,143.75,4750,18750,593.75,0.422 USD per Hour,0.238 USD per Hour,0.294 USD per Hour,0.296 USD per Hour,0.245 USD per Hour,false,false
m8a.xlarge,m8a,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,4,"1,2,3,4",1,1,4.5,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,20,20,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.42744 USD per Hour,0.24344 USD per Hour,0.29974 USD per Hour,0.30104 USD per Hour,0.25044 USD per Hour,false,true
m2.xlarge,m2,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,xen,2,x86_64,2,"1,2",1,1,,17.1,420,true,hdd,1,supported,unsupported,Moderate,unsupported,4,15,0,-,"partition, spread",0,0,-,unsupported,"ebs, instance-store",-,-,-,false,0,0,0,0,0,0,0.345 USD per Hour,0.245 USD per Hour,0.345 USD per Hour,0.274 USD per Hour,-,false,false
c7gn.xlarge,c7gn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,8,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2083,8333,260.375,10000,40000,1250,-,0.2496 USD per Hour,0.3059 USD per Hour,0.3072 USD per Hour,0.2566 USD per Hour,false,false
r6i.xlarge,r6i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,false,1250,6000,156.25,10000,40000,1250,0.436 USD per Hour,0.252 USD per Hour,0.3083 USD per Hour,0.3096 USD per Hour,0.259 USD per Hour,false,true
r5.xlarge,r5,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1150,6000,143.75,4750,18750,593.75,0.436 USD per Hour,0.252 USD per Hour,0.308 USD per Hour,0.31 USD per Hour,0.259 USD per Hour,false,false
i7ie.large,i7ie,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,16,1250,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,0.3519 USD per Hour,0.2599 USD per Hour,0.3162 USD per Hour,0.2887 USD per Hour,0.2634 USD per Hour,false,false
r5ad.xlarge,r5ad,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.2,32,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1085,6000,135.625,2880,16000,360,0.446 USD per Hour,0.262 USD per Hour,0.318 USD per Hour,0.32 USD per Hour,0.269 USD per Hour,false,false
r8i-flex.xlarge,r8i-flex,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,30,30,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,630,3600,78.75,10000,40000,1250,0.43874 USD per Hour,0.26394 USD per Hour,0.32024 USD per Hour,0.32154 USD per Hour,0.27094 USD per Hour,false,true
r7i.xlarge,r7i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.2,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.4486 USD per Hour,0.2646 USD per Hour,0.3209 USD per Hour,0.3222 USD per Hour,0.2716 USD per Hour,false,false
m3.xlarge,m3,xlarge,"us-east-1b, us-east-1c, us-east-1d, us-east-1e",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.5,15,80,true,ssd,2,supported,supported,High,unsupported,4,15,0,-,"partition, spread",0,0,true,unsupported,"ebs, instance-store",true,true,-,false,500,4000,62.5,500,4000,62.5,0.518 USD per Hour,0.266 USD per Hour,0.366 USD per Hour,0.326 USD per Hour,-,false,false
r4.xlarge,r4,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1e, us-east-1f",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.3,30.5,0,-,-,0,supported,default,Up to 10 Gigabit,supported,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,850,6000,106.25,850,6000,106.25,0.45 USD per Hour,0.266 USD per Hour,0.366 USD per Hour,0.3236 USD per Hour,0.273 USD per Hour,false,false
t4g.2xlarge,t4g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,695,4000,86.875,2780,15700,347.5,-,0.2688 USD per Hour,0.3938 USD per Hour,0.384 USD per Hour,0.2828 USD per Hour,false,false
m5dn.xlarge,m5dn,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,16,150,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,1150,6000,143.75,4750,18750,593.75,0.456 USD per Hour,0.272 USD per Hour,-,0.33 USD per Hour,0.279 USD per Hour,false,false
c6g.2xlarge,c6g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2375,12000,296.875,4750,20000,593.75,-,0.272 USD per Hour,0.397 USD per Hour,0.3872 USD per Hour,0.286 USD per Hour,false,false
r7gd.xlarge,r7gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,32,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,-,0.2722 USD per Hour,0.3285 USD per Hour,0.3298 USD per Hour,0.2792 USD per Hour,false,false
r8i.xlarge,r8i,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.9,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,0.46184 USD per Hour,0.27784 USD per Hour,0.33414 USD per Hour,0.33544 USD per Hour,0.28484 USD per Hour,false,true
m6in.xlarge,m6in,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 30 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,3125,12500,390.625,25000,100000,3125,0.46246 USD per Hour,0.27846 USD per Hour,0.33476 USD per Hour,0.33606 USD per Hour,0.28546 USD per Hour,false,true
r5d.xlarge,r5d,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,32,150,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1150,6000,143.75,4750,18750,593.75,0.472 USD per Hour,0.288 USD per Hour,0.344 USD per Hour,0.346 USD per Hour,0.295 USD per Hour,false,false
is4gen.large,is4gen,large,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,12,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1250,5000,156.25,10000,40000,1250,-,0.28815 USD per Hour,0.34445 USD per Hour,0.31695 USD per Hour,0.29165 USD per Hour,false,false
c7g.2xlarge,c7g,2xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.6,16,0,-,-,0,supported,default,Up to 15 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,-,0.29 USD per Hour,0.415 USD per Hour,0.4052 USD per Hour,0.304 USD per Hour,false,false
m8gb.xlarge,m8gb,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,16,0,-,-,0,supported,default,Up to 26.66 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,6250,30000,781.25,25000,120000,3125,-,0.291 USD per Hour,0.3473 USD per Hour,0.3486 USD per Hour,0.298 USD per Hour,false,true
m8gn.xlarge,m8gn,xlarge,"us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,16,0,-,-,0,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,10000,312.5,10000,40000,1250,-,0.291 USD per Hour,0.3473 USD per Hour,0.3486 USD per Hour,0.298 USD per Hour,false,true
r8gd.xlarge,r8gd,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.8,32,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25,10000,40000,1250,-,0.29392 USD per Hour,0.35022 USD per Hour,0.35152 USD per Hour,0.30092 USD per Hour,false,false
r5b.xlarge,r5b,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,2500,10833,312.5,10000,43333,1250,0.482 USD per Hour,0.298 USD per Hour,0.3543 USD per Hour,0.3556 USD per Hour,0.305 USD per Hour,false,false
r5n.xlarge,r5n,xlarge,"us-east-1a, us-east-1b, us-east-1c, us-east-1d, us-east-1f",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.1,32,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,1150,6000,143.75,4750,18750,593.75,0.482 USD per Hour,0.298 USD per Hour,0.354 USD per Hour,0.356 USD per Hour,0.305 USD per Hour,false,false
