Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4338,0,300.0,371.2813928326526,244.28626500048267,2178.529818998868,76854.0,24.172911592644187,0.0,300,370,410,450,560,710,910,1000,1600,2200,2200
GET,/post-detail,14165,0,300.0,368.32309233788493,241.36943600024097,2162.219326999548,86390.0348040946,78.93252482936951,0.0,300,360,400,440,570,720,920,1100,1700,2200,2200
,Aggregated,18503,0,300.0,369.01666135622617,241.36943600024097,2178.529818998868,84154.32605523428,103.1054364220137,0.0,300,360,410,440,570,720,910,1000,1700,2200,2200
